klau,kalau
bnget,sekali
dear,sayang
bangettt,sekali
anjinggg,anjing
muluuu,selalu
taii,tahi
taii,tahi
bego,bodoh
kek,seperti
abisan,habis
yukk,ayo
request,minta
yng,yang
chattingan,obrolan
horror,seram
horor,seram
jilbab,kerudung
tura,tidur
turu,tidur
ujug,akhir
japri,hubungi
mhsw,mahasiswa
rek,teman
piye,bagaimana
masamu,menurutmu
pen,ingin
ngk,tidak
open,buka
santuy,santai
cuman,hanya
cuma,hanya
kayanya,seperti
anda,kamu
pc,komputer
fix,tetap
bejibun,banyak
hunting,buru
alesan,alasan
cekkkk,cek
emang,memang
fighting,berjuang
mahasiswai,mahasswa
taik,tahi
doi,dia
panikgogi,panik
inj,ini
onlineshittt,tahi
apaa,apa
nihhh,ini
ama,sama
selese,selesai
gegara,karena
kelarrrr,selesai
jadika,jadi
kongkret,konkret
smpe,sampai
mls,malas
boker,beol
buanyakkkk,banyak
bangettt,sekali
sampek,sampai
tapiiiii,tapi
teross,terus
weekend,akhir pekan
utk,untuk
mamposs,mati
kao,kamu
nak,anak
bnr,benar
gw,aku
pliss,tolong
pak,bapak
bu,ibu
kg,tidak
tetep,tetap
onlineeeeeeeee,daring
taudehhh,tahu
ngantukkkk,ngantuk
nggk,tidak
midtest,uts
bgst,bangsat
classroom,kelas
class,kelas
dedlen,batas waktu
njim,anjing
abis,habis
mid,uts
human,manusia
diacc,terima
acc,terima
ngelag,lambat
trus,terus
bun,ibu
rekomendasii,rekomendasi
tetp,tetap
bpkny,bapak
ngantuqqq,ngantuk
gasi,tidak
momen,peristiwa
moment,peristiwa
moments,peristiwa
mantapp,mantap
pala,kepala
ibuknyaa,ibu
mon,mohon
maap,maaf
ye,ya
lelet,lambat
aamiin,amin
notif,pemberitahuan
njirr,anjing
kayak,seperti
linglung,lupa
wa,whatsapp
whatsap,whatsapp
tibatiba,tiba
tggl,tanggal
tgl,tanggal
sem,semester
poor,miskin
me,aku
mabok,mabuk
dikiiit,sedikit
diem,diam
rule,aturan
kaga,tidak
paakk,bapak
pak,bapak
ceritaa,cerita
ceritaaa,cerita
please,tolong
lemot,lambat
reposted,ulang
moodiyan,murung
moody,murung
cewe,gadis
tranding,populer
trending,populer
paansi,apa
mles,malas
bet,sekali
sopinter,sok pintar
au,tahu
bangsaadd,bangsat
beloom ,belum
ajg,anjing
ngg,tidak
sobi,teman
sobat,teman
apalagu,apalagi
tgs,tugas
allaah,allah
apain,apa
bangub,bangun
lag,lambat
ambyar,hancur
trosss,terus
tross,terus
anying,anjing
nanyak,tanya
kyk,seperti
skrng,sekarang
skrg,sekarang
e learning,elearning
gae,buat
pdhl,padahal
pdahal,padahal
pdhal,padahal
mimin,admin
min,admin
engga,tidak
iyaa,iya
iyaaa,iya
iyy,iya
iy,iya
yes,iya
y,iya
dr,dari
dri,dari
sumbe,sumber
swipe,geser
bngt,sekali
kir,kira
dosenya,dosen
log out,keluar
biasany,biasa
ternyta,nyata
msih,masih
join,gabung
bapanya,bapak
tpi,tapi
pda,pada
here,sini
we,kita
go,pergi
again,lagi
poto,foto
photo,foto
ss,screenshot
dpt,dapat
idung,hidung
glowing,cahaya
wlwpun,walau
kw,kawasan
belon,belum
pakabar,apa kabar
ntah,entah
gaberani,tidak berani
seblm,sebelum
kezzzel,kesal
capek,kesal
cape,kesal
nnti,nanti
nti,nanti
tahajuddan,tahajud
gwe,aku
belom,belum
mw,ingin
bwt,untuk
amatt,sekali
yuuuu,ayo
yuu,ayo
bbrp,beberapa
plus,tambah
jg,juga
ituu,itu
tuuu,itu
tuh,itu
anjp,anjing
anj,anjing
essensial,penting
jugak,juga
sebel,kesal
unek,uneg
next,lanjut
krusial,penting
tar,nanti
berenti,berhenti
takan,tidak
dlm,dalam
adl,adalah
hrs,harus
handsanitazer,handsanitizer
mba,kakak
mas,kakak
mbak,kakak
error,gangguan
eror,gangguan
gokill,gokil
gokilll,gokil
read,baca
shop,toko
bangt,sekali
gaksuka,tidak suka
drakor,drama korea
drama korea,drama korea
toddler,balita
kasian,kasihan
why,kenapa
what,apa
how,bagaimana
also,juga
blur,buram
elah,allah
mulu,selalu
nongol,muncul
bug,virus
sekolahhh,sekolah
sekolahh,sekolah
leyeh,santai
thank ,terimakasih
you,kamu
mood,suka
ofline,luring
knp,kenapa
power,kekuatan
mkn,makan
bs,bisa
yaallah,allah
ajaa,saja
ancur,hancur
facial,perawatan muka
nder,teman
rapog,raport
sbb,karena
pgi,pagi
liat,lihat
off,mati
assignment,tugas
assignments,tugas
right,benar
so,jadi
kal,kalian
gt,gitu
duhh,aduh
trs,terus
logout,keluar
amattt,sekali
kaliii,kali
yaah,ya
xmau,tidak
bljar,belajar
pingin,ingin
somehow,bagaimana
miss,rindu
life,hidup
almost,hampir
every,setiap
day,hari
meninggoy,mati
idup,hidup
interacting,interaksi
with,dengan
people,orang
blas,sekali
standart,standar
amburadul,acak
atuh,aduh
bat,sekali
bangettt,sekali
mmbuat,buat
anjj,anjing
screenshots,screenshot
krn,karena
runut,runtut
bnyk,banyak
emak,ibu
ud,sudah
samaa,sama
sedihhh,sedih
sedihh,sedih
banyaaak,banyak
banyaak,banyak
rilek,santai
je,saja
exam,ujian
dahla,sudah
tak,tidak
room,ruang
worth it,guna
storytell,cerita
ttg,tentang
bosen,bosan
bocah,anak
fis,fisika
bio,biologi
ujan,hujan
gada,tidak
udahlah,sudah
sambi,sambil
gimanaaa,bagaimana
ak,aku
ayok,ayo
reply,balas
too,juga
pusingg,pusing
pusinggg,pusing
duh,aduh
kls,kelas
krna,karena
feel,merasa
u,kamu
ade,adik
lg,lagi
pngn,ingin
spt,seperti
duel,tanding
circle,lingkaran
kopid,covid
cok,jancuk
semangatt,semangat
semangattt,semangat
have,punya
nice,baik
first,pertama
all,semua
sbaikmya,baik
anxiety,gelisah
submit,kirim
etc,dsb
dll,dsb
sekarangg,sekarang
course,kursus
courses,kursus
kesel,kesal
super,sangat
mencar,pisah
ato,atau
udeh,sudah
enggak,tidak
smt,semester
workshop,seminar
amat,sekali
kdg,kadang
karna,karena
tpb,tapi
see,melihat
mayan,lumayan
mayann,lumayan
pdaku,pada
secape,kesal
time,waktu
w,aku
setaun,tahun
taun,tahun
mamposla,mati
focus,fokus
twit,twitter
cepet,cepat
help,bantu
emg,memang
gmn,bagaimana
lets,ayo
support,dukung
each,sesama
other,lain
public,publik
speaking,bicara
poll,paling
kea,seperti
gestur,sikap
gesture,sikap
enaaa,enak
haih,aduh
jhe,saja
face,wajah
to,ke
convert,konfersi
clinical,klinik
years,tahun
inimah,ini
abistu,habis
february,februari
january,januari
reti,sampai
wis,sudah
wae,saja
apply,lamar
project,proyek
twit,twitter
respect,hormat
kudu,harus
them,mereka
set,setengah
bsk,besok
hadie,aduh
iyha,iya
mama,ibu
mami,ibu
jug,juga
then,lalu
fully,penuh
boss,bos
hallo,halo
aje,saja
bundz,ibu
apus,hapus
itung,hitung
nnton,nonton
trouble,masalah
diuruss,urus
njir,anjing
takda,tidak
gtgt,gitu
practical,praktikal
boong,bohong
kepake,pakai
suke,suka
sapa,siapa
semuanyaaaaaa,semua
student,siswa
students,siswa
slalu,selalu
miiin,admin
telp,telpon
aj,saja
mudeng,paham
loss,hilang
ilang,hilang
emmak,ibu
jjur,jujur
bru,baru
semwa,semua
gedeg,kesal
yabalik,balik
and,dan
login,masuk
mo,ingin
ngapaain,apa
offcam,tutup kamera
oncam,buka kamera
bomat,bodoamat
sad,sedih
mmg,memang
masuklh,masuk
diem,diam
bln,bulan
je,saja
jatoh,jatuh
jatohnya,jatuh
mmf,maaf
jbjb,tiba
gtu,gitu
heyy,halo
morning,pagi
dh,sudah
gi,lagi
smngt,semangat
kuis,quiz
cardi,cardigan
kampretos,kampret
wkt,waktu
bestfriend,teman
morningg,pagi
morninggg,pagi
kak,kakak
everyone,semua
met,selamat
she,dia
like,seperti
ngadi,ada
split,pisah
saking,sampai
smkin,semakin
rajiiiin,rajin
stand by,siap
pls,tolong
uda,sudah
shit,tahi
shits,tahi
really,benar
need,butuh
someone,orang
talk,bicara
bodo,bodoh
amat,sekali
group,grup
adek,adik
masi,masih
school,sekolah
relate,hubung
gimanaa,bagaimana
puyeng,pusing
achievement,penghargaan
tai,tahi
kasi,kasih
leha,santai
perfect,sempurna
attendaance,hadir
jawapan,jawaban
jadual,jadwal
hape,hp
slow,lambat
noti,pemberitahuan
because,karena
sekaliii,sekali
msh,masih
inget,ingat
bang,kakak
last,akhir
hapyyy,senang
dikick,usir
intern,magang
tidurrrrrr,tidur
ngzoom,zoom
damn,sial
mostly,sering
braw,kakak
temen,teman
cont,lanjut
sregep,rajin
jugaaa,juga
blended,gabung
dg,dengan
kanca,teman
akeh,banyak
seko,dari
lol,tertawa
ges,teman
flat,datar
fandom,fan
fangirl,fan
abang,kakak
ttp,tetap
moto,foto
anjirt,anjing
fak,anjing
abs,habis
wtf,anjing
out,keluar
drpd,daripada
puter,putar
make,buat
waktuny,waktu
selaluu,selalu
troboos,trobos
berenti,berhenti
stop,berhenti
emhnya,memang
td,tadi
grgr,gara
sob,teman
ngga,tidak
stupid,bodoh
nyambi,sambil
badmood,murung
demen,suka
kolor,boxer
diaa,dia
diaaa,dia
bukaan,bukan
international,internasional
officeeee,kantor
free,gratis
gitcu,gitu
darii,dari
uni,universitas
buna,ibu
bunanya,ibu
upload,unggah
story,cerita
kalii,kali
positip,positif
brooooooo,teman
bruuuhhhh,teman
webminar,webinar
skolah,sekolah
gimanasi,bagaimana
skap,skip
cmn,cuma
gblk,bodoh
jim,anjing
eek,beol
cuk,jancuk
sgt,sangat
taekk,tahi
that,itu
hate,benci
college,kuliah
offlen,luring
offlennya,luring
dama,sama
gapapaa,tidak apa
tell,beritahu
us,kami
will,akan
nannya,tanya
anjrit,anjing
smpt,sempat
ayen,aku
univ,universitas
nile,nilai
anjlog,turun
boi,anak
siah,bagaimana
napas,nafas
bernapas,nafas
robb,allah
dgrin,dengar
sek,masih
dikongkon,suruh
kongkon,suruh
najan,karena
salahno,salah
dkk,dsb
mder,teman
dat,itu
prnh,pernah
mhswnya,mahasiswa
mhsw,mahasiswa
kick,usir
paniiikkk,panik
paniikkk,panik
idupin,hidup
rank,peringkat
fav,favorit
masup,masuk
psti,pasti
dpn,depan
kamerlah,kamera
kamer,kamera
bangett,sekali
ngntuk,ngantuk
yutub,youtube
reeeeekk,teman
bangeeeeeeeeddd,sekali
even,bahkan
biasae,biasa
ttg,tentang
trmsk,termasuk
subject,subjek
he,dia
wants,ingin
happy,senang
combination,kombinasi
dude,teman
what,apa
wrong,salah
crack,pecah
serek,serak
or,atau
jwb,jawab
scr,secara
balance,imbang
left,keluar
kat,dekat
dek,dik
nyokap,ibu
bokap,bapak
wit,twitter
brisik,berisik
bcs,karena
dikasi,kasih
slese,selesai
mggu,minggu
menabahh,tambah
nabah,tambah
gasin,gas
gass,gas
gasss,gas
hayu,ayo
abah,bapak
sklh,sekolah
boring,bosan
pagiiiiii,pagi
hayo,ayo
home,rumah
ketiwi,tawa
ketawa,tawa
sampe,sampai
alfa,alpa
hr,hari
br,baru
mincot,admin
iyhh,iya
team,grup
gemeter,getar
kelar,selesai
kaak,kakak
bobooo,tidur
bobo,tidur
bobok,tidur
njirrrr,anjing
mellow,lembut
prefer,suka
naok,naik
naro,taruh
by,dari
ori,asli
yt,youtube
jk,gurau
mtk,matematika
saiki,sekarang
blass,blas
po,apa
call,telpon
mhs,mahasiswa
tauu,tahu
arek,anak
ambis,ambisius
blank,kosong
sja,saja
voice,suara
syg,sayang
fake,palsu
mblenger,terlalu
walo,walau
walopun,walau
kekeuh,kukuh
yaambunnn,allah
punggu,punggung
alesan,alasan
redirect,alih
nyatet,catat
bakal,akan
bakalan,akan
bkalan,akan
leave,keluar
cengini,siang
gi,lagi
dm,pesan
volunteer,relawan
kagok,susah
ngelambe,bicara
personal,pribadi
rotate,putar
takpa,tidak apa
dpt,dapat
ssejak,sejak
coroni,corona
beres,selesai
sumpahh,sumpah
sumpahhh,sumpah
tuhhh,itu
harusnyaa,harus
praktek,praktik
les,kursus
mimin,admin
mas,kakak
bapack,bapak
drop,jatuh
pulak,pula
give,beri
away,jauh
aslii,asli
mksudnya,maksud
mksud,maksud
kyknya,seperti
ja,saja
duk,duduk
cakap,bicara
rejeki,rezeki
rizki,rezeki
rizkinya,rezeki
rejekinya,rezeki
ujan,hujan
maybe,mungkin
brou,kakak
keep,simpan
spirit,semangat
focus,fokus
prayer,doa
believe,percaya
can,dapat
skola,sekolah
gatauuu,tidak tahu
perna,pernah
tolol,bodoh
murid,siswa
ngaco,kacau
jela,saja
book,buku
ikit,ikut
pape,apa
hrsnya,harus
mlu,selalu
see,lihat
liat,lihat
pertma,pertama
tdr,tidur
anjm,anjing
repeat,ulang
pgn,ingin
gtloh,gitu
ktmu,temu
bodo,bodoh
sik,masih
smlm,malam
looooove,cinta
in,di
sembuhhhhh,sembuh
mcm,macam
dgr,dengar
tgk,lihat
dst,dsb
cepetaaan,cepat
university,universitas
coronces,corona
apsen,absen
apalgi,apa
ade,adik
adenya,adik
buanyak,banyak
baique,baik
as,sebagai
contact,kontak
jur,jurusan
mnyimak,simak
fifty,limapuluh
dedel,susah
sby,surabaya
mna,mana
pagii,pagi
sbg,sebagai
beginiiiiii,begini
sekaliiii,sekali
kawan,teman
listen,dengar
up,atas
pede,percaya diri
pd,percaya diri
maleeees,malas
like,suka
duit,uang
duid,uang
money,uang
triak,teriak
noooo,tidak
ajj,anjing
sister,kakak
brother,kakak
nite,malam
esok,besok
equals,sama
lamaaaaa,lama
lamaaaa,lama
lamaaa,lama
lamaa,lama
yailaaah,allah
maksain,paksa
manaa,mana
full,penuh
award,penghargaan
kene,sini
mention,sebut
degdegan,deg
gituu,gitu
gituuu,gitu
yainti,inti
yaintinya,inti
gatau,tidak tahu
hype,terkenal
burem,buram
smpe,sampai
muluu,selalu
alhasil,hasil
cont,lanjut
makasii,terimakasih
makasi,terimakasih
touch,sentuh
ileran,liur
thinking,pikir
maksd,maksud
maksdny,maksud
maksdnya,maksud
mkst,maksud
mkstnya,maksud
ngewe,mesum
pr,tugas
justice,adil
manjun,manjur
stadd,ustaz
stay,tinggal
healthy,sehat
brrti,arti
ka,kakak
kreta,kereta
berbeza,beda
mantep,mantap
friver,kemudi
bgsd,bangsat
ngapa,apa
ngapain,apa
stres,stress
back,kembali
start,mulai
batre,baterai
batrenya,baterai
pengen,ingin
tuker,tukar
tukeran,tukar
time,waktu
oncam,kamera
msuk,masuk
socialize,sosialisasi
need,butuh
don,tidak
lngsung,langsung
bngun,bangun
shopping,belanja
postpone,tunda
comment,komentar
sorry,maaf
not,tidak
for,untuk
kuh,aku
akuu,aku
bcs,karena
yukkk,ayo
sendiriiii,sendiri
nderrr,teman
sirkel,lingkaran
boro,jangan
tkt,takut
graduate,lulus
hactic,sibuk
hectic,sibuk
malem,malam
fikiran,pikir
fikir,pikir
begokk,bodoh
btw,omong
berasaaa,rasa
guee,aku
gasi,tidak
allahuu,allah
bisnes,bisnis
sebenarnyaaa,benar
allahu,allah
service,layan
spot,titik
anjr,anjing
dont,jangan
things,hal
getting,jadi
worse,buruk
dunt,tidak
hv,punya
friends,teman
diff,beda
bawel,cerewet
mkin,semakin
jek,ojek
giveaway,hadiah
baij,baik
sgt,sekali
nga,tidak
gada,tidak ada
ocehan,omong
oceh,omong
lbh,lebih
pass,pas
gk,tidak
terbaikkkkk,baik
very,sangat
nice,baik
idea,ide
pandemik,pandemi
rapih,rapi
manage,atur
mgga,tidak
pastu,pasti
signal,jaringan
inimah,ini
benr,benar
fuck,persetan
luama,lama
tegor,tegur
ditegor,tegur
anjeng,anjing
quota,kuota
dsj,dsb
unfair,tidak adil
btul,betul
ofc,tentu
kerumahz,rumah
rumahz,rumah
enek,eneg
encourage,semangat
hadeh,aduh
automatically,auto
done,sudah
thanks,terimakasih
wish,harap
luck,beruntung
mantau,pantau
donlod,unduh
download,unduh
least,setidaknya
bye,selamat tinggal
byebye,selamat tinggal
mamah,ibu
enau,enak
god,tuhan
nimb,nimbun
mlah,malah
smst,semester
set,setengah
weekdays,pekan
uninstal,uninstall
gausah,tidak
cman,cuma
aing,aku
manteman,teman
gapake,tidak pakai
hijab,kerudung
anjae,anjing
anjayani,anjing
proper,layak
dec,desember
brng,bareng
gaspol,gas
rapot,raport
rampyungg,sudah
maning,lagi
ngesuk,besok
esih,masih
pressure,tekanan
maloe,malu
astagaaa,astaga
lalen,lupa
hustle,ramai
kebablasan,kelewat
bablasa,kelewat
lebi,lebih
abiji,nilai
event,acara
setidakmungkin,tidak mungkin
berak,beol
thought,pikir
cuddling,peluk
deadass,mati
refers,tuju
satuu,satu
sakitt,sakit
semogaaa,semoga
teruss,terus
everyday,setiap hari
gils,gila
uga,juga
dengaaaan,dengan
maraton,marathon
dinner,makan malam
client,klien
useless,tidak berguna
caper,cari perhatian
caperr,cari perhatian
caperrr,cari perhatian
item,hitam
belajarpun,belajar
elahhh,allah
mapelah,mapel
only,hanya
our,kami
one,satu
angell,susah
pleciden,presiden
through,lewat
dag,deg
dig,deg
dug,deg
sagne,mesum
ngekick,usir
hbis,habis
maniiis,manis
details,detil
wasap,whatsapp
standby,tinggal
love,suka
texting,obrol
text,obrol
outfit,pakaian
kantung,kantong
mrasa,merasa
thdp,hadap
malaya,malaysia
indo,indonesia
play,main
sleep,tidur
skrang,sekarang
jirr,anjing
flop,gagal
survive,bertahan
best,terbaik
feeling,perasaan
poadcast,podcast
sometimes,kadang
test,ujian
quiz,kuis
final,akhir
dewee,sendiri
crash,tabrak
yaudahlaa,sudah
months,bulan
dahhh,sudah
jwabin,jawab
mislkn,misal
jwbn,jawab
tkut,takut
mirit,siswa
hqq,hakiki
aminn,amin
poop,beol
sndri,sendiri
camping,kemah
doh,aduh
apps,aplikasi
app,aplikasi
sya,aku
bkan,bukan
spupu,sepupu
laqnat,laknat
eskul,ekstrakulikuler
ngilang,hilang
sist,kakak
luv,sayang
sabi,bisa
interact,interaksi
muridnya,siswa
apakbar,apa kabar
opsi,pilihan
recorder,rekam
nongkrong,kumpul
nongki,kumpul
wonge,orang
ancen,memang
iki,ini
lag,lambat
asu,anjing
udahan,sudah
aq,aku
ibun,ibu
ayah,bapak
gasanggup,tidak sanggup
manut,nurut
rank,peringkat
rangking,peringkat
skarang,sekarang
mindset,pikir
jugaaaaa,juga
asuuuuuu,anjing
bokep,porno
ngebokep,porno
taiiii,tahi
point,titik
pasrahh,pasrah
yaudahla,sudah
kagettt,kaget
tricky,rumit
edgy,gelisah
buosen,bosan
expectation,harap
reality,realitas
attack,serang
dahal,padahal
ttep,tetap
msk,masuk
silent,diam
kulaih,kuliah
ijin,izin
emng,memang
smph,sumpah
excited,semangat
makasih,terimakasih
mngkin,mungkin
apala,apa
decided,memutuskan
masturbate,masturbasi
denger,dengar
kmrn,kemarin
kemaren,kemarin
bdg,bandung
ikutt,ikut
oengen,ingin
kelen,kalian
lamaaaaa,lama
fresh,segar
kuliat,lihat
isoo,bisa
abes,habis
muzikgempak,musik
pinter,pintar
diaa,dia
jugaa,juga
males,malas
hariini,hari
smgt,semangat
konsen,konsentrasi
fav,suka
tehthering,tethering
sialllllllllll,sial
tmn,teman
cowo,cowok
sumpe,sumpah
cheating,curang
cheat,curang
kakel,kakak tingkat
sangatttt,sangat
habisla,habis
keasikan,asyik
regis,registrasi
itung,hitung
welcome,selamat datang
muk,ingin
masterpiece,mahakarya
cororong,corona
gatay,tidak tahu
entar,nanti
nongkrrong,kumpul
eren,keren
iyegahhh,tidak
dirumaahh,rumah
mandipun,mandi
dha,sudah
korona,corona
klen,kalian
anjg,anjing
beneerr,benar
bangeettt,sekali
bpk,bapak
macem,macam
adlh,adalah
penat,pusing
sekola,sekolah
tapii,tapi
kdng,kadang
kaliam,kalian
hayuk,ayo
party,pesta
embo,tidak tahu
bolot,tuli
budeg,tuli
omg,tuhan
bundir,bunuh diri
pengin,ingin
sad,sedih
alpokat,alpukat
avocado,alpukat
reformasj,reformasi
tkut,tidak
mengajarr,ajar
ajarr,ajar
cintaim,cinta
probably,mungkin
overthinking,pikir
betulllll,benar
doswn,dosen
seger,segar
rona,corona
sepineee,sepi
polllllll,sangat
orgorg,orang
dn,dan
mudeng,paham
problem,masalah
hrus,harus
schedule,jadwal
gasik,tidak
stgh,setengah
goblokkk,bodoh
lagiiii,lagi
alloh,allah
ln,lain
gaadak,tidak ada
jaman,zaman
etapi,tapi
bgtt,sekali
iyaaaaa,iya
sng,senang
connection,koneksi
ikt,ikut
adapted,adaptasi
seneng,senang
weird,aneh
konsul,konsultasi
pa,bapak
maloee,malu
lagii,lagi
pakek,pakai
semangak,semangat
menurutgw,nurut
tbh,jujur
internship,magang
scholarship,beasiswa
ilmunyaaa,ilmu
djancokk,jancuk
serep,serap
enjoy,nikmat
plan,rencana
hopefully,harap
ginii,begini
brpa,berapa
tarsoktarsok,nanti
panikk,panik
bangeeet,sekali
ambyarrrrr,hancur
ampunddd,ampun
maen,main
wayahe,waktu
hape,hp
entok,dapat
kiraiin,kira
asw,anjing
monangesss,nangis
punyaaaaa,punya
adi,adik
pgen,ingin
music,musik
favorite,suka
sbgai,sebagai
gabs,tidak bisa
jdny,jadi
gada,tidak ada
sajahh,saja
bapa,bapak
without,tanpa
bilding,gedung
stuffs,barang
normalize,normal
kmi,kami
afternoon,sore
gilak,gila
ndaa,tidak
gituu,gitu
mslah,masalah
drumah,rumah
tntang,tentang
ripyuu,tinjau
sinyal,jaringan
meneh,lagi
anaku,anak
